node,created_iteration,parent,action,rank,blocks,class1,class2,class3,class4,class5,class6,class7,class8,class9,class10,class11,class12,class13,class14,class15,class16,class17,class18,class19,class20,class21,class22,class23,class24,class25,class26,class27,class28,class29,class30,class31,class32,class33,class34,class35,class36,class37,class38,class39,class40,class41,class42,class43,class44,class45,class46
235,254,223,27,4,"[2, 27, 29, 36]",0,0,0,0,0,0,2,5,0,2,2,0,0,0,4,0,0,0,1,4,0,0,0,0,2,0,0,5,9,0,1,2,0,2,0,0,0,2,2,0,0,0,2,6,0,0
236,255,230,5,6,"[0, 2, 5, 29]",0,0,0,0,0,0,4,8,4,4,4,6,0,0,3,0,0,0,4,8,0,3,0,0,4,0,0,7,12,3,3,4,0,2,4,0,0,2,0,2,0,4,8,9,1,1
237,257,224,4,6,"[2, 4, 7, 29]",0,0,0,0,0,0,3,6,0,2,3,3,0,0,4,0,0,0,1,4,0,1,0,0,4,0,0,3,8,0,0,2,0,2,2,0,0,1,1,2,0,2,7,9,1,0
238,258,180,30,5,"[2, 8, 30, 33]",0,0,0,0,0,0,2,4,2,0,2,2,0,0,4,0,0,0,2,4,0,2,0,0,2,0,0,4,18,2,4,2,0,8,2,0,0,2,1,0,0,0,8,8,0,0
239,259,134,37,5,"[9, 22, 24, 37]",0,0,0,0,0,0,7,5,4,5,4,2,0,0,7,0,0,0,5,8,0,3,0,0,3,0,0,7,14,3,4,2,0,2,1,0,0,3,3,1,0,2,5,8,0,1
240,260,238,36,6,"[2, 8, 30, 33, 36]",0,0,0,0,0,0,2,3,2,0,2,2,0,0,4,0,0,0,1,4,0,2,0,0,2,0,0,3,8,2,3,2,0,2,2,0,0,1,1,0,0,0,4,6,0,0
241,261,181,3,7,"[2, 3, 8, 33, 34]",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,2,0,0,0,2,0,0,0,4,8,2,0
242,262,228,18,7,"[2, 7, 18, 29, 37]",0,0,0,0,0,0,1,3,0,0,0,2,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,2,8,0,2,1,0,2,2,0,0,1,0,0,0,1,4,8,1,0
243,263,238,3,7,"[2, 3, 8, 30, 33]",0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,2,0,0,0,0,0,0,1,0,0,0,4,8,0,0
244,264,236,22,8,"[0, 2, 5, 22, 29]",0,0,0,0,0,0,4,5,2,4,4,5,0,0,2,0,0,0,4,6,0,3,0,0,0,0,0,7,10,3,3,3,0,2,4,0,0,1,0,0,0,4,5,8,1,1
245,265,5,20,3,"[2, 20]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,8,8,0,0,0,8,0,0,0,8,16,0,0
246,267,245,0,5,"[0, 2, 20]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,4,4,0,0,0,4,0,0,0,6,14,0,0
247,268,246,39,6,"[0, 2, 20, 39]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,4,0,0,0,2,10,0,0
248,269,245,6,5,"[2, 6, 20]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,4,4,0,0,0,4,0,0,0,6,14,0,0
249,270,217,32,7,"[2, 3, 8, 24, 32]",0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,2,0,0,4,6,0,0,2,0,0,0,0,0,0,1,0,0,0,4,10,0,0
250,271,222,19,4,"[2, 19, 29]",0,0,0,0,0,0,6,6,4,5,5,5,0,0,9,0,0,0,6,6,0,5,0,0,4,0,0,7,16,4,5,3,0,4,4,0,0,4,3,2,0,4,7,10,1,1
251,272,250,28,5,"[2, 19, 28, 29]",0,0,0,0,0,0,2,4,1,2,2,3,0,0,6,0,0,0,2,2,0,1,0,0,2,0,0,3,7,0,1,3,0,1,1,0,0,2,2,1,0,2,4,9,1,0
252,273,250,24,5,"[2, 19, 24, 29]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,3,7,0,0
253,274,128,35,7,"[2, 3, 8, 35, 36]",0,0,0,0,0,0,6,2,0,0,0,4,0,0,8,0,0,0,0,4,0,0,0,0,2,0,0,4,8,0,0,4,0,0,2,0,0,0,3,2,0,4,2,8,2,0
254,275,45,38,6,"[3, 18, 24, 29, 38]",0,0,0,0,0,0,4,1,3,4,4,0,0,0,6,0,0,0,2,4,0,3,0,0,2,0,0,5,4,2,3,0,0,0,1,0,0,1,0,1,0,2,4,4,0,1
255,276,211,11,9,"[2, 6, 8, 11, 15]",0,0,0,0,0,0,4,0,0,2,2,0,0,0,2,0,0,0,4,4,0,2,0,0,2,0,0,2,8,0,0,0,0,0,3,0,0,2,0,1,0,2,4,12,0,1
256,277,190,34,6,"[2, 8, 29, 33, 34]",0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,2,0,0,0,0,0,0,0,8,4,0,0
257,278,48,4,5,"[2, 4, 31, 36]",0,0,0,0,0,0,8,9,5,6,6,6,0,0,12,0,0,0,6,8,0,4,0,0,4,0,0,9,13,4,6,4,0,0,2,0,0,4,3,2,0,4,5,7,1,1
258,279,126,25,6,"[2, 3, 8, 25]",0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,2,0,0,4,12,0,0,2,0,0,0,0,0,0,1,0,0,0,6,12,0,0
259,280,206,0,9,"[0, 2, 3, 20, 21]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
260,282,19,28,6,"[2, 9, 15, 28]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,2,0,0,0,2,0,0,0,4,12,0,0
261,283,251,25,6,"[2, 19, 25, 28, 29]",0,0,0,0,0,0,2,3,1,2,2,1,0,0,5,0,0,0,1,2,0,1,0,0,2,0,0,2,5,0,1,1,0,1,1,0,0,2,2,1,0,2,4,7,0,0
262,284,68,37,3,"[2, 24, 37]",0,0,0,0,0,0,4,6,0,0,2,0,0,0,4,0,0,0,0,4,0,0,0,0,2,0,0,4,12,0,0,2,0,2,0,0,0,0,2,0,0,0,4,8,0,0
263,285,127,38,7,"[2, 3, 6, 32, 38]",0,0,0,0,0,0,3,3,0,0,0,3,0,0,5,0,0,0,0,2,0,0,0,0,1,0,0,3,3,0,0,2,0,0,0,0,0,0,0,1,0,2,1,7,1,0
264,286,179,37,8,"[2, 3, 8, 12, 37]",0,0,0,0,0,0,3,2,0,0,0,1,0,0,4,0,0,0,0,2,0,0,0,0,1,0,0,3,11,0,0,2,0,0,2,0,0,0,2,1,0,2,3,11,1,0
265,287,167,39,6,"[2, 8, 12, 39]",0,0,0,0,0,0,5,2,3,2,2,3,0,0,8,0,0,0,5,4,0,3,0,0,3,0,0,6,11,3,3,2,0,1,2,0,0,3,3,2,0,4,4,10,1,1
266,288,166,0,5,"[0, 2, 8]",0,0,0,0,0,0,8,5,3,4,4,4,0,0,8,0,0,0,7,10,0,3,0,0,5,0,0,10,26,3,3,5,0,4,6,0,0,4,5,2,0,4,8,14,1,1
267,289,266,36,6,"[0, 2, 8, 36]",0,0,0,0,0,0,6,3,3,2,2,4,0,0,8,0,0,0,4,6,0,2,0,0,3,0,0,7,10,2,2,3,0,0,2,0,0,2,1,2,0,4,4,10,1,1
268,290,266,17,7,"[0, 2, 8, 17]",0,0,0,0,0,0,3,3,3,2,2,3,0,0,4,0,0,0,4,4,0,3,0,0,4,0,0,5,15,3,2,3,0,2,4,0,0,3,2,2,0,2,6,12,1,1
269,291,267,35,7,"[0, 2, 8, 35, 36]",0,0,0,0,0,0,5,2,3,1,1,4,0,0,8,0,0,0,2,4,0,1,0,0,2,0,0,4,7,1,1,2,0,0,2,0,0,1,1,2,0,4,3,6,1,1
270,293,268,15,9,"[0, 2, 8, 15, 17]",0,0,0,0,0,0,2,0,2,1,1,0,0,0,1,0,0,0,4,3,0,1,0,0,2,0,0,2,10,2,1,0,0,0,2,0,0,3,1,1,0,1,4,12,0,1
271,294,265,35,7,"[2, 8, 12, 35, 39]",0,0,0,0,0,0,4,1,3,1,1,3,0,0,8,0,0,0,3,2,0,2,0,0,2,0,0,4,5,2,2,1,0,0,2,0,0,2,1,2,0,4,3,8,1,1
272,295,186,29,6,"[0, 2, 21, 29]",0,0,0,0,0,0,4,0,3,4,4,0,0,0,5,0,0,0,6,4,0,3,0,0,2,0,0,4,10,2,2,0,0,0,1,0,0,4,2,1,0,2,4,11,0,1
273,296,178,6,7,"[3, 6, 9, 24, 27]",0,0,0,0,0,0,4,0,2,4,2,0,0,0,4,0,0,0,3,6,0,1,0,0,3,0,0,6,10,2,3,0,0,4,3,0,0,2,2,1,0,2,8,7,0,1
274,297,118,13,6,"[0, 13, 24, 27, 30]",0,0,0,0,0,0,1,1,2,2,2,0,0,0,2,0,0,0,2,1,0,1,0,0,0,0,0,1,0,1,2,0,0,0,2,0,0,1,0,0,0,2,4,5,0,1
275,298,174,22,8,"[2, 8, 15, 22, 28]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,1,0,0,0,1,10,0,0
276,299,124,6,7,"[2, 3, 6, 18]",0,0,0,0,0,0,2,2,0,0,0,4,0,0,6,0,0,0,0,2,0,0,0,0,4,0,0,6,12,0,0,3,0,0,2,0,0,0,2,2,0,2,4,13,1,0
277,300,123,38,6,"[2, 3, 6, 38]",0,0,0,0,0,0,6,6,0,0,0,6,0,0,8,0,0,0,0,4,0,0,0,0,2,0,0,3,12,0,0,6,0,0,2,0,0,0,3,2,0,4,3,10,2,0
